gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,monthly_total_ratio
1,0,1,0,1.3273654847539706,1,0,2,1,1,1,1,1,1,2,1,1,-1.4758161250876303,-0.38332592354630923,0,5,-0.5120604824813461
1,0,0,0,-0.6690886177852331,1,0,1,0,0,0,2,0,0,0,1,1,0.32415388337472945,-0.4909536056575297,0,1,-0.33269005598403234
1,0,0,0,-1.2395040756535771,1,0,2,1,1,1,1,1,1,1,0,3,-1.4907743246039378,-0.9863188914721572,0,0,0.9281745017457415
0,0,1,1,1.368109446030281,1,2,1,0,0,0,0,0,0,1,1,0,0.3141817503638577,1.1364766562312367,0,5,-0.5089098594438037
1,0,0,0,0.5532302205040753,1,2,1,0,2,2,2,2,2,2,0,2,1.4576530022771577,1.1558668453223953,0,3,-0.4838485419623765
0,0,0,0,-0.01718523736426863,1,2,1,2,0,2,2,2,2,1,1,0,1.4875694013097727,0.5844408405244745,0,2,-0.45396734930998434
1,0,1,0,1.6125732136881425,1,2,0,2,0,2,2,2,2,2,0,1,0.726363248146559,1.681343175630119,0,5,-0.5127761199257891
1,0,1,1,0.22727853029359305,1,0,0,2,0,2,2,2,2,2,0,1,0.5385547431084732,0.3536556775305027,0,3,-0.4689303710435754
1,0,0,1,0.7569500268856267,1,0,0,0,0,0,2,0,0,1,0,1,-0.5633659545928605,0.03240502481771235,0,4,-0.4906252480877042
1,0,1,1,1.6125732136881425,1,2,1,2,2,2,2,2,2,2,0,0,1.653771618157636,2.6571616109389833,0,5,-0.5143302552184277
0,1,1,0,1.3273654847539706,1,2,1,2,0,2,0,2,2,0,0,0,1.3446354948206103,1.9867110795992982,1,5,-0.5080729057784187
1,0,1,1,-0.9542963467194051,0,1,0,0,2,0,0,0,0,0,1,2,-1.1583698909082112,-0.8975299141207198,1,0,-0.1279444672356599
0,0,1,1,-0.9542963467194051,1,0,0,2,2,2,2,0,0,0,0,3,0.0067076491953105815,-0.7148341848226818,1,0,-0.20789219404970755
1,0,0,1,1.368109446030281,1,0,2,1,1,1,1,1,1,2,0,3,-1.4708300585821945,-0.408628024669812,0,5,-0.5094402686442696
0,1,0,0,0.4717422979514547,1,2,1,2,2,2,0,2,2,1,1,1,1.4958795121521657,1.1369619624428473,0,3,-0.4822749370431331
1,0,0,0,0.7162060656093164,1,2,0,0,0,2,2,0,2,2,0,0,0.15628964435838757,0.5007034596484358,0,4,-0.4905100274807521
0,0,0,0,-0.7098325790615434,1,2,0,0,0,0,0,0,0,0,0,3,-0.5301255112232879,-0.7287977680931065,0,1,-0.2830991670334239
1,0,0,0,-0.9950403079957154,0,1,0,0,0,0,0,0,0,0,1,1,-1.3145999747452028,-0.9251703088092542,0,0,-0.07333420373082293
0,1,0,0,1.368109446030281,1,2,1,0,0,2,2,2,2,1,1,1,1.2648584307336357,2.0706911135811423,0,5,-0.510867701346527
0,0,0,0,1.0014137945434884,1,2,1,2,2,0,2,0,0,0,1,0,0.7562796471791741,1.1477710553378049,0,4,-0.499282138972293
0,0,0,0,-1.0357842692720256,1,2,1,0,2,0,0,0,0,0,1,0,0.4571156568530201,-0.7766445486832351,0,0,-0.018279663807436685
1,1,1,1,-0.9135523854430948,0,1,0,0,0,0,0,0,2,0,1,0,-1.005463851408177,-0.8473889587120698,0,0,-0.2183219229133408
0,0,0,0,1.2051336009250397,1,2,1,2,2,2,0,0,0,1,1,2,0.9058616423422511,1.5320232780669192,0,5,-0.5063124636110684
1,0,1,1,0.3087664528462136,1,0,1,0,0,2,0,2,0,1,1,2,0.6731785387552424,0.47310718370641147,0,3,-0.472248775465245
0,0,0,0,-0.506112772679992,1,0,2,1,1,1,1,1,1,2,0,3,-1.499084435446331,-0.827822294634871,0,1,-0.38861080655341773
0,0,0,0,-1.0357842692720256,1,0,2,1,1,1,1,1,1,0,0,0,-1.4891123024354593,-0.9466561383596394,1,0,-0.038754153352302693
0,0,1,0,-0.3023929662984406,1,0,1,0,0,0,2,2,2,0,1,2,1.0089070167879266,0.04958927658336932,0,2,-0.4199117647228876
1,0,1,0,-0.38388088885106114,1,2,1,0,2,2,0,0,0,0,0,2,0.6465861840595843,-0.13906248349352296,0,1,-0.4086678660823603
0,1,1,0,1.368109446030281,1,2,1,0,2,2,0,2,2,1,0,1,1.323029206630388,2.001292325320863,0,5,-0.508693992641703
0,1,0,0,1.6125732136881425,1,2,1,0,2,2,2,2,2,2,0,2,1.5573743323858755,2.4971870360936106,0,5,-0.5133669942555541
1,1,1,0,0.6754621043330061,1,2,1,0,2,0,0,0,2,0,0,1,0.8393807556031058,0.9988261671199401,1,4,-0.4924324677261369
1,1,1,1,0.4309983366751445,1,2,1,0,2,2,2,2,2,0,1,0,1.52745793335326,1.0608791840862986,1,3,-0.478509652273277
0,0,1,0,0.5532302205040753,1,2,0,2,0,0,0,0,0,0,0,0,-0.32569678450041606,0.08411219572746853,0,3,-0.4836000552140489
1,0,1,1,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,0,1,0.8327326669291911,1.8881056811493788,0,5,-0.5146982361790009
1,0,0,0,-0.9135523854430948,1,0,2,1,1,1,1,1,1,1,0,3,-1.477478147256109,-0.9295821834602572,0,0,-0.14633464567063642
0,0,0,0,0.3087664528462136,0,1,0,2,0,0,2,2,2,1,1,0,-0.34065498401672384,-0.020780124100130033,0,3,-0.47572732099379517
0,0,1,1,1.3273654847539706,1,2,1,0,2,2,0,2,2,0,1,2,1.3529456056630036,2.0746176820205346,1,5,-0.5095539849476596
1,0,0,0,-0.05792919864057891,1,0,1,0,0,2,2,2,2,2,0,0,1.151840923277089,0.36468536415801045,0,2,-0.44808755189548255
0,0,1,0,1.4495973685829016,1,2,0,2,2,2,2,0,0,2,0,1,0.2028262650757895,1.159462523162963,0,5,-0.5119852966181212
1,1,1,1,0.9606698332671781,1,2,1,2,0,2,0,2,2,1,1,0,1.3213671844619093,1.549163411086066,1,4,-0.49884377477537833
1,0,1,0,-0.9135523854430948,1,2,1,0,0,0,0,0,2,0,1,2,0.679826627429157,-0.6300158946571472,1,0,-0.20179935954899297
1,0,1,1,1.4495973685829016,1,2,2,1,1,1,1,1,1,2,0,0,-1.3096139082397669,-0.29255160260192054,0,5,-0.5074872015256314
0,0,1,1,0.4309983366751445,1,0,0,0,0,0,0,2,0,0,0,2,-0.28747027462540753,0.09529629796776154,1,3,-0.48274505754648717
1,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,2,2,0,1,2,0.8227605339183194,-0.9678551960577091,1,0,3.039142646580321
0,1,0,0,0.6754621043330061,1,0,1,0,2,2,0,0,2,1,1,0,0.8327326669291911,0.8840953668206046,0,4,-0.4882272473271062
0,0,1,1,-0.7098325790615434,1,2,2,1,1,1,1,1,1,0,1,2,-1.3145999747452028,-0.8331606629625847,0,1,-0.33214191531158166
1,1,1,0,-0.506112772679992,1,2,1,0,0,0,0,2,2,0,1,2,0.9889627507661827,-0.16926176547963906,1,1,-0.38330553100853404
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,3,-0.6348329078374417,-0.9872012664023578,1,0,3.0013560023045796
1,0,1,1,0.7162060656093164,1,2,0,0,0,2,2,2,0,1,1,2,0.16127571086382367,0.5112698994375883,0,4,-0.4908664886614053
0,1,0,0,-1.2395040756535771,1,2,1,0,2,0,0,0,2,0,0,2,0.8210985117498408,-0.9361117579437419,1,0,1.442404513400247
1,1,0,0,-0.3431369275747509,1,0,1,0,0,0,0,0,0,0,0,1,0.1729098660431739,-0.24296213152464582,0,1,-0.41744122313678583
0,0,0,0,-1.1987601143772668,1,0,1,0,0,0,0,0,0,0,1,0,0.1579516665268661,-0.909287560065643,1,0,0.5703863468582303
0,0,0,0,-1.2802480369298874,1,0,1,0,0,2,0,0,0,0,1,3,0.325815905543208,-0.9744509486609588,1,0,3.031184626966566
1,0,1,1,0.10504664646466222,1,0,2,1,1,1,1,1,1,2,0,3,-1.485788258098502,-0.7182533876772091,0,2,-0.45297776125643546
0,0,0,0,-0.6283446565089229,1,2,2,1,1,1,1,1,1,0,0,3,-1.3295581742615106,-0.7976891907685199,0,1,-0.3748247468228764
0,1,0,0,-0.9950403079957154,1,0,2,1,1,1,1,1,1,0,0,2,-1.5007464576148097,-0.934876433041461,1,0,-0.13140328732891216
1,0,0,0,-0.9135523854430948,1,0,1,0,0,0,2,2,2,0,1,1,1.0072449946194475,-0.6256922574991642,0,0,-0.16446209254885746
1,0,1,1,1.4495973685829016,1,2,0,2,2,2,2,2,2,2,1,1,0.7994922235596185,1.6983068336632257,0,5,-0.5117938559381937
1,0,1,0,0.512486259227765,1,0,0,2,2,2,0,2,2,1,0,0,0.4654257676954133,0.5798083721409213,0,3,-0.48478309761651406
1,0,1,1,-1.2395040756535771,1,0,2,1,1,1,1,1,1,1,0,3,-1.494098368940895,-0.9915249035603407,1,0,1.3956566424872103
1,0,1,0,0.18653456901728277,1,0,2,1,1,1,1,1,1,0,0,0,-1.477478147256109,-0.699569098530211,0,3,-0.45843873220355996
0,0,0,0,-1.1580161531009565,0,1,0,0,0,0,0,0,0,0,1,3,-1.3478404181147754,-0.964987477534557,1,0,0.3459429611979379
0,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,0,0,3,-0.6497911073537496,-0.8182264672689392,0,0,-0.18084730638972102
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4874502802669807,-0.9985177248821806,0,0,2.9062752845752575
1,0,1,1,1.3273654847539706,1,2,0,2,2,0,0,0,2,2,1,3,0.1579516665268661,0.9599575514446027,0,5,-0.5077559836005628
0,0,1,1,1.0014137945434884,1,0,2,1,1,1,1,1,1,2,0,0,-1.5057325241202457,-0.49223304930632067,0,4,-0.5037731761808671
0,0,0,0,-1.1987601143772668,1,0,1,0,0,2,0,0,0,0,1,3,0.33080197204864403,-0.9023167981170582,0,0,0.5746363047705882
0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0,0,2,0.16127571086382367,-0.9433251729981319,1,0,1.1720076067820395
1,0,0,0,0.6754621043330061,0,1,0,0,0,2,0,0,0,0,1,0,-1.150059780065818,-0.36627402802018233,0,4,-0.48889768888930424
0,0,0,0,-1.1580161531009565,1,0,0,0,0,0,0,0,0,0,0,3,-0.6364949300059205,-0.9230746683500277,1,0,0.3015861389993165
0,0,1,0,1.5310852911355222,0,1,0,0,2,2,2,2,2,2,0,0,-0.2326235430656127,0.7747249942222381,0,5,-0.5124485985699669
0,0,1,1,0.8384379494382472,1,0,2,1,1,1,1,1,1,1,1,0,-1.494098368940895,-0.5487712229589252,0,4,-0.495058090506252
1,0,1,1,0.8384379494382472,1,2,2,1,1,1,1,1,1,2,0,1,-1.304627841734331,-0.4178929614369185,0,4,-0.49494791525719906
0,0,0,0,-1.2802480369298874,1,2,1,0,0,0,0,0,0,0,1,3,0.3407741050595158,-0.9742524143016636,1,0,3.0314698375010996
1,0,0,0,-0.42462485012737144,1,2,2,1,1,1,1,1,1,0,1,1,-1.327896152093032,-0.7896816382769491,0,1,-0.3814223104179338
1,1,0,0,0.797693988161937,0,1,0,0,2,0,0,2,2,0,1,2,-0.5201533782124163,0.11806157116693747,1,4,-0.4943953421641387
1,1,0,0,1.3273654847539706,1,2,1,2,0,2,2,2,2,2,1,2,1.5141617560054308,2.1895470166791653,0,5,-0.509093211354843
0,0,0,0,0.6347181430566958,1,2,2,1,1,1,1,1,1,1,0,0,-1.3378682851039039,-0.4761958849499243,0,3,-0.4903354916281469
0,0,0,0,-1.2395040756535771,0,1,0,0,0,0,0,0,2,0,1,2,-1.000477784902741,-0.9798996138549476,1,0,1.4345604075249767
1,0,0,0,-1.1987601143772668,1,2,1,0,2,2,0,2,2,0,0,3,1.4343846919184566,-0.8690071445019849,0,0,0.6857897386415495
1,0,1,0,0.512486259227765,1,2,1,0,2,0,0,0,0,0,0,0,0.5518509204563025,0.6584941565415614,0,3,-0.486042674663523
1,0,1,1,-1.2802480369298874,1,0,1,0,0,0,0,0,2,0,0,2,0.5053142997389005,-0.9720685363494171,1,0,3.0343979989889758
0,0,1,1,1.1643896396487294,1,0,0,0,0,2,2,2,2,2,1,0,0.2992235508475499,1.0291798647188415,0,5,-0.5063327008602363
1,0,0,0,-1.1987601143772668,1,0,0,2,0,0,2,2,0,0,1,1,-0.013236616826432828,-0.9210452060105663,0,0,0.6287662281068177
0,1,0,0,0.3087664528462136,1,2,1,0,0,2,2,2,2,1,1,1,1.2947748297662514,0.840506045268694,0,3,-0.4743363278598264
0,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,0,3,0.20947435374970363,-0.9759951047888099,0,0,3.0288447929696654
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,0,0,0,1,2,-0.4952230456852367,-0.9853482790489364,0,0,3.007794561459632
1,0,0,0,0.7569500268856267,1,2,2,1,1,1,1,1,1,1,1,0,-1.336206262935425,-0.44864372775440997,0,4,-0.4938500001122409
1,1,0,0,-1.2395040756535771,1,0,0,2,0,0,0,0,0,0,1,2,-0.5168293338754589,-0.9671713554868038,1,0,1.3840122216811268
1,0,0,0,0.797693988161937,0,1,0,0,2,0,0,0,0,1,0,3,-1.1533838244027754,-0.2911398027135995,0,4,-0.49705631164729464
1,0,0,0,0.7569500268856267,1,2,1,0,0,0,0,0,2,0,0,0,0.6183318071954478,0.823321793503037,0,4,-0.491356103004473
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.4741541029191516,-0.9983412498961407,0,0,2.909503441642436
1,0,1,1,-0.05792919864057891,1,2,0,2,2,0,2,0,2,1,1,0,0.3474221937334304,0.027000478370233557,0,2,-0.44767042416858494
1,0,0,1,0.5939741817803856,1,0,2,1,1,1,1,1,1,1,0,1,-1.4708300585821945,-0.5604185720375735,0,3,-0.49073274372124487
0,0,0,0,-1.1987601143772668,1,2,1,0,0,0,0,0,0,0,1,1,0.3424361272279943,-0.8879340867547881,1,0,0.44264138134393033
0,1,0,0,-0.42462485012737144,1,0,2,1,1,1,1,1,1,1,1,3,-1.4874502802669807,-0.8233883606106128,0,1,-0.38979044682339925
0,0,1,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.4675060142452372,-0.9982530124031205,0,0,2.9110727882074268
1,0,1,0,1.6125732136881425,1,2,0,0,2,2,2,2,2,2,1,0,0.6765025830921999,1.7792647335091325,0,5,-0.5154614110256078
1,0,1,1,-1.1987601143772668,1,0,0,0,0,2,0,0,0,0,1,2,-0.48691293484284354,-0.9331778613008248,1,0,0.5157925325397792
1,1,1,1,0.5939741817803856,1,0,1,0,2,0,0,2,0,1,1,0,0.6698544944182854,0.7653497605888565,0,3,-0.48755679998612345
1,0,1,1,1.6125732136881425,1,2,0,2,0,2,2,0,0,2,1,1,0.05656831424966958,1.1154540735192071,0,5,-0.514226757042044
1,0,1,1,1.368109446030281,1,2,0,0,0,2,0,2,0,2,1,0,-0.04980110453296304,0.8410795889733245,0,5,-0.5095370470044281
1,0,0,0,0.10504664646466222,1,2,1,0,0,0,0,2,0,0,0,2,0.6100216963530546,0.24933690140753442,0,2,-0.45824390112960284
1,0,0,0,-0.13941712119319946,1,2,1,0,0,0,0,0,2,0,1,2,0.6681924722498068,0.1027523661279566,0,2,-0.4416752286191488
0,0,0,0,-1.2395040756535771,1,0,2,1,1,1,1,1,1,0,1,3,-1.4708300585821945,-0.9925396347300716,0,0,1.599683114197136
1,0,0,0,-1.1580161531009565,1,0,0,0,2,0,0,0,0,0,0,3,-0.5168293338754589,-0.9153980064572825,0,0,0.2922617290464845
0,0,0,0,-0.3023929662984406,1,0,1,2,2,0,0,0,0,0,1,0,0.5003282332334644,-0.11821637576753333,1,2,-0.42027310641481164
0,0,0,0,1.3273654847539706,1,0,0,2,2,0,2,0,0,2,1,3,-0.17279074500038175,0.6425893484246954,0,5,-0.5065215000347665
1,1,0,0,-0.22090504374582004,1,2,1,0,2,0,2,2,2,1,1,0,1.3246912287988668,0.30031611299987526,0,2,-0.43596456177551896
1,0,1,0,-0.13941712119319946,1,0,1,0,0,2,0,0,0,0,1,1,0.3490842159019089,-0.008779825049401497,0,2,-0.4434028669281923
1,0,1,1,-0.13941712119319946,1,2,0,0,2,2,0,2,2,0,0,1,0.5086383440758576,-0.03154509824857742,0,2,-0.43267270702662863
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.504070501951767,-0.9987383186147307,1,0,2.9020633643142486
0,0,1,0,-0.506112772679992,1,0,1,0,0,2,2,0,0,0,1,3,0.5385547431084732,-0.2645361985680509,0,1,-0.38937769635519326
0,0,0,0,1.0421577558197987,1,2,2,1,1,1,1,1,1,2,1,1,-1.3328822185984677,-0.3371997740700719,0,4,-0.5053642531673546
0,0,0,1,-0.7505765403378537,1,2,1,2,0,0,2,0,0,0,1,3,0.7047569599563366,-0.49379926480742675,0,1,-0.2955937357523738
1,0,1,0,1.6125732136881425,1,2,2,1,1,1,1,1,1,2,0,3,-1.3096139082397669,-0.25253589951732247,0,5,-0.5105120253108004
1,0,0,0,0.5532302205040753,1,2,1,2,0,0,0,2,0,0,1,1,0.8094643565704907,0.8657199088991768,0,3,-0.4880790654192207
0,0,1,0,1.5718292524118322,0,1,0,0,2,2,2,2,2,2,0,0,-0.2176653435493049,0.8217555780019308,0,5,-0.513393227438945
1,0,0,0,-0.01718523736426863,1,2,1,0,0,0,0,0,2,0,1,0,0.6931228047769863,0.1680922297093126,0,2,-0.4474790879173075
0,0,0,0,-0.26164900502213034,0,1,0,0,0,2,0,2,2,0,1,1,-0.4802648461689289,-0.4437465468917966,0,2,-0.42107175877645137
1,1,1,0,1.4495973685829016,1,2,1,0,0,2,0,0,0,0,1,1,0.5169484549182508,1.4585655651277176,0,5,-0.5122035704573572
1,0,1,1,-1.2395040756535771,1,0,2,1,1,1,1,1,1,1,0,3,-1.4824642137615447,-0.9920322691452061,0,0,1.4943883336922927
1,0,1,1,1.1643896396487294,1,0,2,1,1,1,1,1,1,2,0,1,-1.4708300585821945,-0.43119476350969277,0,5,-0.5072823214922071
0,0,1,1,-1.1580161531009565,1,2,1,0,0,0,0,0,2,0,1,2,0.703094937787858,-0.8391387531146939,1,0,0.2546698165468908
1,0,0,0,-1.1987601143772668,1,0,0,0,0,0,0,0,0,0,1,2,-0.6464670630167922,-0.9449355072457482,1,0,0.5950968543056913
1,1,1,0,0.02355872391204165,1,2,1,0,0,0,0,2,2,0,1,2,0.9873007285977041,0.3627661986848241,1,2,-0.45373075249632916
1,1,1,0,-0.9542963467194051,1,0,2,1,1,1,1,1,1,0,1,3,-1.4475617482234935,-0.9171186375711735,0,0,-0.1878614084599783
0,0,0,0,-0.42462485012737144,1,2,2,1,1,1,1,1,1,2,0,3,-1.28135953137563,-0.7400480484531644,0,1,-0.4069677719315518
0,0,1,1,-1.1172721918246462,1,0,1,0,0,0,0,2,0,0,1,2,0.5335686766030371,-0.8502566772352218,0,0,0.26044087789820725
0,1,0,0,-0.09867315991688919,1,2,1,2,2,2,0,0,0,0,0,1,0.8942274871629008,0.2094976733089766,1,2,-0.44347198934682924
1,0,0,0,1.3273654847539706,1,2,0,0,2,2,2,0,2,2,1,1,0.3125197281953792,1.11282900810186,0,5,-0.5083269899102086
0,0,0,0,0.512486259227765,1,2,1,0,0,2,2,0,0,0,1,2,0.7463075141683023,0.7316650976284477,1,3,-0.48393954876553047
1,0,0,0,-1.1172721918246462,1,0,2,1,1,1,1,1,1,0,0,3,-1.477478147256109,-0.9664433961693882,0,0,0.2264044253452063
1,0,1,1,-0.3023929662984406,1,0,1,0,2,0,0,0,0,0,1,2,0.35573230457582355,-0.1686441030284987,0,2,-0.4199351118174827
0,0,1,1,1.6125732136881425,1,2,1,2,0,0,0,0,0,2,0,0,0.4737358785378064,1.5209494726929014,0,5,-0.5143221376469806
0,0,1,0,-0.22090504374582004,1,2,1,0,0,2,0,0,2,0,0,0,0.8427047999400633,0.06181016936664801,0,2,-0.42907984446859665
1,0,1,1,-0.01718523736426863,0,1,0,0,0,2,0,2,2,0,0,1,-0.47195473532653576,-0.27788211938733526,0,2,-0.45313101160597974
0,0,0,0,-0.09867315991688919,1,2,1,0,2,2,2,2,2,1,0,1,1.5174858003423883,0.4604892222045427,0,2,-0.44364424210272335
1,0,1,0,1.5310852911355222,1,0,1,2,2,2,2,0,2,2,0,1,1.2033636104999266,2.118670250410801,0,5,-0.5126432464793678
1,1,0,0,0.3902543753988342,1,2,1,0,2,0,0,0,0,0,1,0,0.48370801154867815,0.4680114684845028,0,3,-0.4781392372874636
0,1,1,0,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,1,0,0.8327326669291911,1.9474233358321158,0,5,-0.5156994415212517
0,0,0,0,0.5939741817803856,1,2,0,2,0,2,2,0,0,2,1,3,0.0067076491953105815,0.26321224718493924,0,3,-0.4823621185828605
0,0,0,0,-1.2395040756535771,1,0,1,2,0,2,0,0,0,0,1,2,0.5202724992552084,-0.9468767320921895,0,0,1.5582083984521642
1,0,0,0,-0.9135523854430948,1,2,1,2,0,0,0,2,2,0,0,2,1.1219245242444733,-0.5624039156305248,1,0,-0.20886310994682317
0,0,1,1,1.1643896396487294,1,2,2,1,1,1,1,1,1,2,1,3,-1.3528264846202114,-0.3228170627078018,0,5,-0.508015784911518
0,0,0,0,-1.1172721918246462,1,0,0,0,0,0,0,0,0,0,1,1,-0.6896796393972369,-0.9181774874874143,0,0,0.22555969777766857
0,1,1,0,1.6125732136881425,1,2,1,0,2,2,2,2,2,2,1,1,1.5291199555217385,2.4701863632294723,0,5,-0.5133623280296815
1,1,1,1,1.6125732136881425,1,2,1,2,2,2,2,2,2,2,1,0,1.6670677955054654,2.6087854053907344,0,5,-0.513480312089672
0,1,0,0,-1.1987601143772668,1,0,1,0,0,2,0,0,0,0,0,3,0.3407741050595158,-0.917846596888589,0,0,0.7766645349669185
1,0,1,0,0.6347181430566958,1,0,2,1,1,1,1,1,1,2,0,3,-1.5140426349626388,-0.6301041321501674,0,3,-0.4826416207146839
0,0,0,0,1.24587756220135,1,0,1,0,0,2,2,2,0,1,1,1,0.8393807556031058,1.559023950931058,0,5,-0.5081780221087963
0,0,0,0,-0.22090504374582004,1,0,0,2,2,0,0,0,0,0,1,3,-0.26918803077214243,-0.27810271311988544,0,2,-0.43965786945835034
1,0,1,1,1.5310852911355222,1,0,0,2,2,2,0,2,2,2,1,1,0.5103003662443366,1.4633524491240557,0,5,-0.5124351412173828
1,0,1,1,-1.0357842692720256,1,0,0,2,0,2,2,0,2,0,1,1,0.2177844645920968,-0.7798210984319573,0,0,-0.06144016128589452
0,0,1,0,-1.2395040756535771,1,0,1,2,2,0,0,2,0,0,0,2,0.8493528886139774,-0.923317321455833,0,0,1.1546491979255458
1,1,0,0,-0.506112772679992,1,2,1,0,0,2,0,2,2,0,1,2,1.1219245242444733,-0.1943432728705917,1,1,-0.3698109908066746
1,0,0,0,1.368109446030281,1,0,2,1,1,1,1,1,1,2,0,0,-1.499084435446331,-0.45420268981467393,0,5,-0.5073694787448103
0,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,0,3,-1.494098368940895,-0.9821276105537042,0,0,0.6782509367633731
0,0,0,1,-0.7098325790615434,1,0,1,0,2,0,0,0,2,0,1,0,0.7014329156193795,-0.44725398723934406,1,1,-0.31821567628214764
0,0,1,1,1.6125732136881425,1,2,1,2,2,0,2,0,0,2,1,0,0.8493528886139774,1.888326274881929,0,5,-0.5144244805087582
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4625199477398012,-0.9981868342833554,0,0,2.9122309011828533
0,0,0,0,-0.42462485012737144,1,0,1,0,0,0,0,2,2,0,0,2,0.8127884009074476,-0.1656440282658166,1,1,-0.3942018550973434
1,0,1,0,-1.1987601143772668,1,0,1,0,0,0,0,0,0,0,1,2,0.18288199905404562,-0.9152215314712423,1,0,0.6561535726361037
0,0,1,1,1.6125732136881425,1,2,0,2,0,2,2,0,0,2,0,0,0.06820246942901982,1.0921593753619108,0,5,-0.513400258417207
1,0,1,1,1.3273654847539706,1,0,2,1,1,1,1,1,1,2,0,3,-1.4924363467724167,-0.43708461616878197,0,5,-0.5085220171609351
0,0,0,0,-0.8728084241667845,0,1,0,0,0,0,0,2,0,0,1,3,-0.9639132971962113,-0.8471463056062645,0,0,-0.20633643991730072
1,0,0,0,-0.42462485012737144,1,2,1,0,2,0,0,0,0,0,1,3,0.46708778986389177,-0.3013532925306717,0,1,-0.38513975812054724
1,0,0,0,-0.7505765403378537,1,0,2,1,1,1,1,1,1,1,0,0,-1.4758161250876303,-0.8857281494292866,0,1,-0.29592357750306697
1,0,0,0,0.3495104141225239,1,0,1,0,0,0,2,0,0,0,1,2,0.3141817503638577,0.3555086648839239,0,3,-0.4770202318845897
1,0,1,0,-0.6283446565089229,1,0,0,2,2,0,0,0,2,1,0,3,5.9560521395953924e-05,-0.48870354958551815,0,1,-0.3638912115827244
1,0,0,0,-0.8728084241667845,1,0,2,1,1,1,1,1,1,0,1,1,-1.4741541029191516,-0.9026697480891385,0,0,-0.2518675405908176
1,0,0,0,-0.7098325790615434,1,2,1,0,0,0,0,2,2,0,1,2,0.9490742187226954,-0.37000206210027986,1,1,-0.32927687965916513
0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4924363467724167,-0.9985839030019457,1,0,2.905032868861902
0,0,1,0,-1.1172721918246462,1,0,1,2,0,2,0,0,2,0,1,3,0.8011542457280975,-0.8069982462821363,1,0,0.14716117426410696
1,0,1,0,0.02355872391204165,1,0,1,0,0,2,0,2,2,1,1,2,1.0305133049781485,0.33241250108592274,1,2,-0.4496608028651616
0,0,1,0,1.6125732136881425,1,2,1,2,2,2,0,2,2,2,1,1,1.524133889016303,2.551100144328869,0,5,-0.5145945211935103
0,0,1,1,-1.1987601143772668,0,1,0,0,2,0,0,0,2,0,0,3,-0.8143313020331343,-0.9665536930356633,0,0,1.0060282226441783
1,0,0,0,-1.2395040756535771,1,2,1,0,2,0,0,0,0,0,1,2,0.5717951864780458,-0.9258982681266698,1,0,1.0449286736142662
0,0,1,0,1.082901717096109,1,2,1,2,2,2,2,0,2,1,1,1,1.4028062707173625,1.706954107979192,0,4,-0.5012136206135593
1,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0,0,2,-0.6464670630167922,-0.9678772554309643,1,0,1.2614297500143365
1,0,1,1,1.5718292524118322,1,0,0,0,2,0,2,2,2,2,1,1,0.28426535133124214,1.266737255302103,0,5,-0.5127340826334768
0,0,1,1,-1.1172721918246462,1,0,0,0,0,0,0,0,0,0,0,3,-0.6647493068700573,-0.9101037568760788,0,0,0.17260616806852278
1,0,1,1,-0.22090504374582004,1,0,0,2,2,0,0,0,0,0,1,1,-0.33400689534280925,-0.3410381050164446,0,2,-0.432568461604683
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,2,0,0,0,1,2,-0.41877002593521945,-0.9843335478792058,1,0,3.010889645772397
1,0,0,1,1.24587756220135,0,1,0,2,2,0,2,0,0,1,1,0,-0.8043591690222623,0.1348487542140041,0,5,-0.5074559675020152
0,1,0,0,0.5532302205040753,1,2,1,2,2,2,0,2,2,1,1,2,1.5025276008260804,1.1433371213135466,1,3,-0.4823693822850089
1,0,1,1,1.6125732136881425,1,2,0,2,0,0,0,0,0,2,0,0,-0.3157246514895444,0.7501508524161506,0,5,-0.514006161417313
